_id	verkehr	entwicklung	gesellschaft	innere_sicherheit	verteidigung	aeusseres	digitalisierung_technik	soziales	umwelt	europa	haushalt_finanzen	arbeit	kultur_medien_sport	gesundheit	landwirtschaft_ernaehrung	bildung_forschung	wirtschaft	none	intercoder_sample	coder	wirtschaft_finanzen_merge	_source.text
941683815478648834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"RT @nicolabeerfdp: FDP-Generalsekretärin Nicola Beer bekräftigt ihre harte Kritik: „Ausgerechnet Herr Müller, der Chef eines Konzerns, der maßgeblich zum #Dieselskandal beigetragen hat, fordert die Erhöhung von Steuern für über 15 Millionen Dieselfahrer."" @fdp @Liberale_News https://t.co/QhFPUv6zBT"
942679678900424704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	#R2G hält Wort: Das neue #Kita-Gesetz bringt frühkindliche #Bildung und sozialen Ausgleich voran. Was leistet das neue Gesetz, das zum 1.1.2018 in Kraft tritt? https://t.co/rrO5csT8ow #wirmachensgerecht
943494828582690816	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Für mehr #Sicherheit in #NRW  wir liefern #NRWKoalition https://t.co/vxbTTVS9zP
945243734538670080	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Gerade der Aufgeklärte muss die Abgeklärtheit aufbringen, Entscheidungen zu akzeptieren und mit Unverstandenem einverstanden zu sein.  https://t.co/tuQIcXtnYM
946321724789927936	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Das sollte in der Justiz nicht möglich sein ...- #JensMaier ist  in der @AfD k. #Einzelfall ! https://t.co/zM9GWvCUAK
947083621134995456	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"😤 Merkel mitsamt ihrer Riege aus Opportunisten muss jetzt endlich zurücktreten. 
Treten Sie ab Frau Merkel - das ist das Mindeste, was sie tun können!
✅🔄 https://t.co/xno8vDhszT https://t.co/MrSvjT1yyL"
948895251686707200	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Zur vereinbarten Vertraulichkeit: Man muss leider kein Hellseher sein, um voraussagen zu können, dass es bei den Gesprächen  von #CDU #CSU &amp; #SPD leider weder um eine Wiederherstellung des Sozialstaats, noch um eine friedliche Außenpolitik gehen wird. https://t.co/wxdK916vzv
951386057672675328	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Möchten Sie an einer zeitgemäßen Mobilität für Berlin mitarbeiten? 

Die InfraVelo GmbH sucht im Auftrag des Landes Berlin Projektmanager, Bauingenieure und Kommunikationsexperten: 

https://t.co/9DPl40nYSs https://t.co/u11r2gC77S"
951458032046788608	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Stolz, in einer Stadt zu leben, die jetzt 3,6 Millionen Einwohner/innen hat. Alle wollen nach Berlin.
953197650563788801	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Jetzt schickt auch Italien Truppen zur Grenzsicherung nach Niger:
https://t.co/AnL3zX4RJc

Die Flüchtlingsfrage kann nicht militärisch gelöst werden! Mehr Soldaten in der Sahara zwingen Geflüchtete auf gefährlichere Routen! Das bedeutet noch mehr Tote! https://t.co/zy3NrbiqE1"
954401013255036930	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Ich nenne es „Methode Schäuble“ => diametraler Widerspruch von Worten und Taten https://t.co/6UeiESy1FQ https://t.co/bnZgoOt2ga
955171928851058691	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @jo_leinen: #spdbpt18 : eine lebendige und demokratische Partei zeigt den Weg in die Zukunft für Deutschland wie für Europa. Stolz, Mitglied dieser Partei zu sein !
955381027064688640	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"""Heute ist ein Tag der Parlamente"", sagt Wolfgang Schäuble zu Beginn der Sitzung und begrüßt die anwesenden Mitglieder der Assemblée National. #elysee55"
955382864991916032	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @kat_matthaei: Follow-up zu unserem #Malta Beitrag im @europamagazin : Ex-Ermittler Jonathan Ferris soll Regierung erst sagen, was er über mutmaßl Geldwäsche/Korruption in der Regierung weiß, dann entscheidet Regierung über Ferris’ Whistleblowers-Status #ruleoflaw #DaphneCaruanaGalizia https://t.co/LOCdYNNfHD
956602817141202944	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @drumheadberlin: Die SPD hat völlig recht: Es muss endlich Schluss sein mit der sachgrundlosen Befristung... :-) https://t.co/gzPyVHH7m9
956894087440994304	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Neuer Sticker der @GJNds, cool! Thx an @Dzienus #fightantisemitism https://t.co/skgs7c0aBj
957663461839949824	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Deutschland bereit, auf Flüchtlingsverteilung vorerst zu verzichten #AfD #Hütter 

""Die Bundesregierung ist bereit, die Diskussion über eine gleichmäßigere Verteilung von Flüchtlingen in Europa vorerst zu beenden.""

https://t.co/MeFgAY36wi"
958416389349486593	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Der  Polizist, den die Islamisten an seiner Privatadresse aufsuchten, konnte  sich in seine Wohnung retten. 🇩🇪 muss nun endlich handeln und Gefährder sofort ausweisen muss, will es nicht Gefahr laufen, vollständig die Kontrolle zu verlieren!
#AfD
➡️ https://t.co/lF2iHQTt7z https://t.co/6FUUetQVKI"
960614139768004608	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Frauen im gewaltbereiten Salafismus sind keine Mitläuferinnen. In NRW gelten 11 als Gefährderinnen, 35 als relevante Personen. Präventions- und Interventionsprogramme müssen deshalb auf Frauen zugeschnitten sein. https://t.co/9KOfLz9jpD @SPIEGELONLINE @GrueneFrakNRW @JosefinePaul
961571292817354752	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Zur Zeit bin ich auf einer Dienstreise in Washington. Heute führte ich ein Gespräch mit dem Kongressabgeordneten @RobertPittenger. Themen waren unter anderem der Kampf gegen Steuerkriminalität und Terrorismusfinanzierung. https://t.co/m1uni6D032
966259791604670465	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @dPetersBILD: Wer muss für Sicherheitskosten bei Bundesligaspielen zahlen? Laut OVG #Bremen ist der Gebührenbescheid der Stadt an die #DFL zulässig! Urteil der Vorinstanz ist aufgehoben. Die #Bundesliga muss also grundsätzlich für Mehraufwand bei Hochsicherheitsspielen zahlen.
966987811986591745	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	#digitaleMedien : Auch die Anwendungskompetenz ist wichtig, so @daniel_koebler , wichtiger für den Erfolg des Mediums ist aber die Stärkung der #Medienkompetenz . #Demokratie #RLP #ltrlp
967064558178390016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	".@BILD(Plus): ""Umfrage-Klatsche für @bodoramelow. Im aktuellen @insa_mafo-Trend für Thüringen ist die #r2g Ramelow-Regierung von einer Mehrheit meilenweit entfernt."" https://t.co/MuQ0l1KClp"
967666655387103232	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	„Meine Aufgabe wird sein, das wieder zu ändern.“ Die designierte Generalsekretärin @_A_K_K_ im aktuellen @DerSPIEGEL über ihren Blick auf die #CDU. https://t.co/g5goVptiDw
968137643769942016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @MarcSpeicher: 👍 @_A_K_K_ https://t.co/xTCgdkN75j
968773015076065280	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Es ist wieder Sitzungswoche... 😉 https://t.co/Rj0InbWUkw
972070930041143297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Warum nicht mal jedem Schulkind einen Akkuschrauber?
Ja warum eigentlich nicht! https://t.co/09LmyDOpKh"
972377834877419520	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	heute unterwegs nach #Chemnitz zur LAG Soziales von @gruene_sachsen...
974327815599423489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"#Trump stellt mit seinen #Zölle|n auf Stahl und Aluminium das komplette weltweite Handelssystem in Frage. Als Antwort darauf brauchen wir eine diplomatische Lösung und faire Abkommen, die 
#Globalisierung gerecht gestalten. https://t.co/sJEK2FzBGC"
974907449781170176	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Die @kulturzeit stellt unseren kulturpolitischen Sprecher @E_Grundl vor. https://t.co/L2BruCp30Q
976074892171980800	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	https://t.co/v8ZNkQg7nX
976554755592982528	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @WMuhsal: Die Zeit der abgehobenen Ministerpräsidenten ist angebrochen: Angesichts des Sprengstoffundes in Thüringen warnt der rote MP Ramelow vor „Hysterie“ und der grüne MP #Kretschmann will den #Messerangriff eines 7-Jährigen(!) auf eine Lehrerin nicht überbewerten. #AfD https://t.co/RGLGKYdsA2
977444361024745472	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	RT @ebner_sha: Stimmt, @JuliaKloeckner! Aber warum haben Sie dann heute in Brüssel nicht endlich das überfällige &amp; versprochene Verbot der #Bienengifte #Neonikotinoide auf den Weg gebracht? https://t.co/EHzo7kjevq
978215828695986178	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Ziel sollte sein, dass Erwerbstätige - auch Selbständige und  Teilzeiterwerbstätige - nicht auf Hartz IV=Arbeitslosen(!)geld II angewiesen sind und dass Erwerbsarbeit deutlich besser belohnt wird als  heute. Gleichzeitig muss Regelsatz angehoben werden. #WorkingPoor #Armut https://t.co/5yysp7dI7N
979078685117599744	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Bernd Konrad ist ein globaler Botschafter des #Jazz. Seine Leidenschaft, sein Können, seine Hingabe und sein Mut faszinieren das Publikum und die Fachwelt gleichermaßen #jazzpreis #bw @Theaterhaus https://t.co/76mHrxdle3
980458565713453056	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Bundestag,wir brauchen Reform der Regierungsbefragung u.zwar jetzt. Mehr Souveränität des Parlament dringend nötig! https://t.co/krexk2p98q
983362814457929728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	The Shenandoah, the Potomac and the C&amp;O Canal. #Harpersferry #DC https://t.co/hvmFZ1p753
984501659782078465	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	https://t.co/VjpEn4mnN0
986615849367801861	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Beschämender Vorfall in Berlin. Null Toleranz für #Antisemitismus. #neveragain https://t.co/AMRkkCImWf
986654208589025282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	60ter Geburtstag von Jörg Froh mit einer kleinen Feier in den Vierlanden. Unser nächstes Treffen dann wie jedes Jahr am 1.Mai bei der Bergedorfer Mai-Demo, mit Jörg auf dem Trecker! https://t.co/74ACbkvuVv
986854560697409536	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Rüdiger war gestern Abend Wahlleiter bei den #AfA Unterbezirk-Vorstandswahlen in #Unna. Als Vorsitzender folgt Thomas Klüh auf Jens Schmülling. Ein Referat zum Thema ""Arbeit u Soziales"" hielt der Landtagskollege @Schmeltzer_NRW. Gutes Gelingen für den neuen Vorstand💪TeamRW https://t.co/DfOmGxikKi"
986899013134938117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"#Mogherini 

Noch ein Grund sich kritisch zur #EU zu stellen. https://t.co/zGcs4rc8fK"
987042028105228291	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Well played. 😎 https://t.co/moHd6e7gYr
988702508024557569	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Die  #IUVENTA bleibt durch italienische Behörden beschlagnahmt. Ein politisches Urteil. Seenotrettung wird kriminalisiert. All support für @jugendrettet. #Right2rescue #HumanRights https://t.co/YevwXzJxfz
988715561692561409	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	#GroKo verschärft die Voraussetzungen für die ohnehin  #Musterfeststellungsklage Angeblich, um myrights und Co. zu verhindern. Praxis zeigt: Beschränkung auf Verbraucher füttert #myrights https://t.co/ljBbpJQOCm @hwieduwilt @VolkerUllrich @Klaus_Mueller @RenateKuenast @cducsubt
991988543265431553	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Mein Abgeordnetenkollege Martin Hess zu den Vorfällen in #Ellwangen: https://t.co/NEMCcSzWqC
993542280186400770	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Sanierung &amp; Neubau von #Schule'n gefährdert: Bezirken fehlen Ingenieure
Im Hochbaubereich ist laut Senat fast jede fünfte Stelle nicht besetzt. Hauptgrund ist vergleichsweise schlechte Bezahlung. =>
Personalsituation verbessern &amp; gut bezahlen
https://t.co/MlFUvngc3M
@morgenpost"
994700619171680256	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	".""Verlasst die Städte!"" sagt Charlotte Roche
Problem dürfte für viele d. Job sein. Ansonsten: JA, Großstadt kann krank machen. Könnte nebenbei auch Wohnungssituation entspannen+ #BRB Zuwachs bringen.
https://t.co/MlbkceNPdn
@GrueneFraktionB @KLompscher @AndrejHolm @GrueneLTBB https://t.co/BDJ6alqy6z"
995396999796199426	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Jetzt mein persönlicher Gruselact des Abends... #adhs für Arme, sorry #CZE #ESC2018 #AllAboard #bagesc☀️
996137864206409737	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	"Spannende Grafik zu den (relativen) Stärken und Schwächen vom @fcunion 
https://t.co/ncSg8yanyi"
996693771394994176	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Dobrindt: „Linke Regierungen haben in Europa die Schulden gemacht“. Als ob Berlusconi, die spanische PP und die griechischen Konservativen zu den Linken gehört hatten. Und ... Rekordverschuldung in D auch unter Beteiligung der CSU #Faktencheck
999372209478041600	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	FALSE	Schluss mit der Kriminalisierung von Drogenkonsumenten! https://t.co/YfZlyD6qGX #cannabis #legalizeit #drogen
